all,rsna,kermany,asr,round,attacker_active
0.9028102191940027,0.936065631841078,0.9657599746902795,0.0004803073967339097,1,False
0.9434592189214266,0.9531395455930174,0.9798025554189407,0.0024015369836695487,2,False
0.9710780318636517,0.9669082519193395,0.977994204649223,0.028338136407300672,3,False
0.9709362831624839,0.966624395151292,0.982721801591924,0.05523535062439962,4,False
0.970125152954357,0.965472909626334,0.9834120666968658,0.03025936599423631,5,False
0.9727655922433655,0.9676842530339846,0.9850262804058183,0.040345821325648415,6,False
0.978163419187996,0.9728220133049005,0.9847566455992004,0.05043227665706052,7,False
0.9746046849424655,0.9683232849926673,0.9858783263947309,0.03025936599423631,8,False
0.9775757195168622,0.9725466580706714,0.9866584697685455,0.03218059558117195,9,False
0.9785761513612199,0.9738506988969259,0.9856302623726426,0.03218059558117195,10,False
0.979470783613213,0.9737661558661763,0.9852060369435637,0.04562920268972142,11,False
0.9808759842206166,0.9754461534101778,0.9852815346894166,0.028338136407300672,12,False
0.981628867771442,0.9763756544409887,0.9850442560595929,0.03314121037463977,13,False
0.9807494797617894,0.9746540938427639,0.9858891117869957,0.03314121037463977,14,False
0.9827439727223622,0.978067459670849,0.985720140641515,0.0446685878962536,15,False
0.9820206675521976,0.9760554300004959,0.9859825851866233,0.05043227665706052,16,False
0.98072445190123,0.9749880151988533,0.9867807042142123,0.05235350624399616,17,False
0.981065285856847,0.9761588653286197,0.9867627285604377,0.0393852065321806,18,False
0.9823888046284249,0.9774251215601261,0.9878520531791741,0.043227665706051875,19,False
0.981626137459381,0.976801675746777,0.9876039891570857,0.04514889529298751,20,False
0.9807026094047419,0.9747787830054339,0.9877262236027524,0.053794428434197884,21,False
0.9806700731860147,0.9759364085270384,0.9883949179231649,0.03506243996157541,22,False
0.9822968841223707,0.9765598543403872,0.9882618980852333,0.05427473583093179,23,False
0.9826754873948318,0.9768942480039107,0.9891031586818813,0.05571565802113353,24,False
0.9815615200739367,0.9773538031375382,0.9883338007003315,0.05475504322766571,25,False
0.981617946523198,0.9760530684633241,0.9886537673375181,0.04803073967339097,26,False
0.9795099180860878,0.9743395370914838,0.9888766654443223,0.04707012487992315,27,False
0.9794757891853249,0.9745029554637705,0.9883625617463706,0.040345821325648415,28,False
0.9832581814938539,0.9773453016037198,0.9877801505640761,0.059077809798270896,29,False
0.9831300843529911,0.9767856172940089,0.9882475175622137,0.07012487992315082,30,False
