method,attack,seed,all,rsna,kermany,asr,auroc_kerm_a,auroc_kerm_b,auroc_rsna_a,auroc_rsna_b,auroc_rsna_c
source_aware,False,0,0.9794466658566741,0.9728149286933852,0.9876794869029386,0.13640730067243034,0.9876794869029386,0.9876794869029386,0.9728149286933852,0.9728149286933852,0.9728149286933852
source_aware,False,1,0.9798991013177852,0.9753160327120131,0.9907281577830986,0.05139289145052834,0.9907281577830986,0.9907281577830986,0.9753160327120131,0.9753160327120131,0.9753160327120131
source_aware,False,2,0.9806040906445401,0.9733250207224886,0.9860077511019076,0.06484149855907781,0.9860077511019076,0.9860077511019076,0.9733250207224886,0.9733250207224886,0.9733250207224886
source_aware,True,0,0.9826735534237886,0.9765093174449111,0.9878880044867232,0.8952929875120077,0.9878880044867232,0.9878880044867232,0.9765093174449111,0.9765093174449111,0.9765093174449111
source_aware,True,1,0.9815358096353622,0.9761890930044186,0.989764662740784,0.8554274735830932,0.989764662740784,0.989764662740784,0.9761890930044186,0.9761890930044186,0.9761890930044186
source_aware,True,2,0.9803841867606259,0.9745093316141343,0.9880138340631449,0.8578290105667628,0.9880138340631449,0.9880138340631449,0.9745093316141343,0.9745093316141343,0.9745093316141343
