client,n_images,all,rsna,kermany
kerm_a,1200,0.8939070128520338,0.8764165090340605,0.9874152447924531
kerm_b,1200,0.903166638680968,0.8632431462287432,0.9886555649028955
rsna_a,1600,0.9502961478482185,0.9641410026614524,0.8898469912350713
rsna_b,1600,0.9499672590078683,0.9713406210370454,0.814029278744868
rsna_c,1600,0.9365050003390138,0.9626000996568685,0.7342155784205872
