seed,federated,fed_rsna,fed_kermany,best_local,mean_local,gain
0,0.9816750100452731,0.9753166467116774,0.9876823630075424,0.9608224109474592,0.9364619296662513,0.020852599097813895
1,0.9821233045330917,0.9754918255390799,0.9898124779798241,0.9580603590087332,0.9169569670965544,0.024062945524358503
2,0.9820351837113224,0.9754434140270585,0.9887680924955239,0.9502961478482184,0.9267684117456205,0.031739035863104004
