client,n_images,all,rsna,kermany
kerm_a,1201,0.9157906915470903,0.892388293387932,0.9844546546157884
kerm_b,1200,0.933098139701877,0.9032662420622831,0.9860706658901184
rsna_a,1600,0.9481869817810826,0.9633286338743615,0.8667752396154649
rsna_b,1600,0.9587319020127404,0.963778742859302,0.9076770422140253
rsna_c,1600,0.9451128779263825,0.9683185619183239,0.7957785974675899
