client,n_images,all,rsna,kermany
kerm_a,1202,0.8478114956148914,0.8600241349098956,0.9874601839268894
kerm_b,1204,0.8852260994170329,0.875181897400656,0.9860940342400253
rsna_a,1600,0.9455397167119216,0.9634816614830927,0.7989351222703971
rsna_b,1600,0.9481471647301927,0.962305379817831,0.8561228671886796
rsna_c,1600,0.9580603590087331,0.9672731094123788,0.8830863478504714
