poison_frac,auroc,asr
0.05,0.9826753736318292,0.40826128722382327
0.1,0.982597901027098,0.42843419788664744
0.2,0.9825180393993133,0.4289145052833814
0.4,0.9824117847549387,0.6205571565802114
0.6,0.9824227060031825,0.5028818443804035
