method,attack,poison_frac,seed,all,rsna,kermany,asr,auroc_kerm_01,auroc_kerm_02,auroc_kerm_03,auroc_kerm_04,auroc_kerm_05,auroc_kerm_06,auroc_kerm_07,auroc_kerm_08,auroc_rsna_01,auroc_rsna_02,auroc_rsna_03,auroc_rsna_04,auroc_rsna_05,auroc_rsna_06,auroc_rsna_07,auroc_rsna_08,auroc_rsna_09,auroc_rsna_10,auroc_rsna_11,auroc_rsna_12
multikrum,loud,0.4,4,0.9831993660215393,0.9770975763544006,0.9863672641773982,0.43611911623439004,1.0,1.0,1.0,0.9936507936507937,1.0,1.0,1.0,1.0,0.9974009096816114,0.9949843260188087,0.9881164587046941,0.9931623931623932,0.9982954545454545,0.9653409090909091,0.9974921630094045,0.9852941176470589,1.0,0.9942602040816327,1.0,0.9972426470588236
flame,none,0.0,0,0.8340470824112842,0.7877559020717766,0.9172328997605643,0.15273775216138327,0.9422514619883041,0.9422514619883041,0.97,0.8533834586466166,0.919080919080919,0.9648148148148148,0.9357142857142857,0.9101449275362319,0.7929411764705883,0.7512345679012346,0.7737268518518517,0.7681818181818182,0.7838910947249007,0.7982905982905982,0.7128647214854111,0.8034722222222224,0.7971938775510203,0.6319648093841642,0.8129554655870445,0.7724696356275305
flame,none,0.0,1,0.7808098651635388,0.7705525760828238,0.6958663186580096,0.4610951008645533,0.7672955974842768,0.6928261916225325,0.711864406779661,0.5461393596986817,0.6476744186046511,0.7706293706293705,0.632183908045977,0.6819672131147541,0.816271186440678,0.7059561128526646,0.8146167557932263,0.8186588921282799,0.7054131054131054,0.7980324074074074,0.7710336538461537,0.753529411764706,0.7648902821316615,0.7965277777777778,0.6644562334217506,0.7703125
flame,none,0.0,2,0.8160659297554413,0.802522594006891,0.805176269260913,0.23871277617675313,0.7665165165165164,0.7591297591297591,0.6956521739130435,0.6384615384615384,0.8295880149812734,0.8007662835249043,0.6875,0.8194444444444444,0.8692365835222978,0.8765432098765433,0.8361127084531341,0.8468519568916619,0.8060124787294385,0.8602272727272726,0.7883381924198251,0.798941798941799,0.8339506172839506,0.7749266862170088,0.80703125,0.8153061224489797
flame,none,0.0,3,0.6682502476620565,0.642817030461468,0.707726655018443,1.0,0.8172619047619047,0.7235228539576365,0.5614814814814815,0.7545271629778673,0.7321212121212122,0.7807881773399015,0.7183098591549295,0.7470588235294118,0.774768353528154,0.6708211143695014,0.553485576923077,0.5445658424381828,0.6092677345537757,0.5871190339275446,0.6160493827160495,0.7193877551020408,0.5862068965517241,0.4736111111111111,0.671875,0.44560185185185186
flame,none,0.0,4,0.4387394194719486,0.45020014027530797,0.517071478389669,0.0,0.5279461279461279,0.43703703703703706,0.441699604743083,0.5502645502645502,0.6290909090909091,0.41782178217821786,0.5895372233400403,0.43888888888888883,0.5211176088369072,0.5529780564263322,0.5362448009506833,0.42962962962962964,0.3920454545454546,0.5008522727272727,0.370846394984326,0.5255882352941177,0.45973557692307687,0.3443877551020408,0.44479166666666664,0.5625
flame,stealthy,0.1,0,0.7219964405831765,0.7567049944149645,0.6655989128324598,0.49711815561959655,0.6937134502923977,0.6798245614035087,0.72,0.6428571428571429,0.6593406593406594,0.575925925925926,0.5928571428571429,0.855072463768116,0.7952941176470588,0.7098765432098766,0.7395833333333334,0.7431818181818182,0.8423142370958593,0.8096866096866097,0.7248010610079575,0.7854166666666668,0.801658163265306,0.6085043988269795,0.8680161943319838,0.71417004048583
flame,stealthy,0.1,1,0.7209468631217204,0.7303946364767755,0.649830669341444,0.27185398655139287,0.6716981132075472,0.614347616754935,0.7218798151001542,0.5404896421845574,0.6616279069767442,0.7426573426573427,0.5708812260536399,0.718032786885246,0.7450847457627119,0.7090909090909092,0.7219251336898396,0.7819241982507289,0.7071225071225071,0.7690972222222222,0.6664663461538461,0.7411764705882353,0.7241379310344828,0.7180555555555556,0.6319628647214854,0.75
flame,stealthy,0.1,2,0.802287409939519,0.8002621306260671,0.7662374080545309,0.9942363112391931,0.6846846846846847,0.7645687645687645,0.7620772946859903,0.6076923076923076,0.7649812734082397,0.8448275862068966,0.8106060606060606,0.7237654320987654,0.8299319727891157,0.8722222222222222,0.8217366302472685,0.8536585365853658,0.8774815655133295,0.8176136363636364,0.7574344023323616,0.8495842781557067,0.8333333333333333,0.7866568914956011,0.7359374999999999,0.8040816326530612
flame,stealthy,0.1,3,0.6770725685092177,0.639789067499817,0.6212817360167389,0.9961575408261287,0.6642857142857144,0.7040133779264214,0.6599999999999999,0.6941649899396378,0.5054545454545454,0.810344827586207,0.8896713615023474,0.9411764705882353,0.7790449037776194,0.6011730205278593,0.6400240384615384,0.4795859689476711,0.6161327231121282,0.6187464059804485,0.47777777777777775,0.7028061224489796,0.5981432360742706,0.6770833333333333,0.5946691176470589,0.525462962962963
flame,stealthy,0.1,4,0.5918439435535284,0.6179380002030922,0.5043501082134356,0.5696445725264169,0.49090909090909096,0.5407407407407407,0.3922924901185771,0.5428571428571428,0.5454545454545454,0.27524752475247527,0.6277665995975856,0.575,0.6458739441195581,0.5836990595611286,0.5692216280451575,0.5709401709401709,0.6221590909090909,0.584659090909091,0.5736677115987461,0.6458823529411765,0.6899038461538461,0.5758928571428572,0.6409722222222222,0.6011029411764706
flame,loud,0.4,0,0.7455378737512803,0.7716516354825684,0.7137952357327235,0.28097982708933716,0.7587719298245613,0.7514619883040936,0.8058333333333334,0.6315789473684211,0.6503496503496504,0.6222222222222222,0.6642857142857143,0.8463768115942029,0.7770588235294117,0.7475308641975309,0.7905092592592592,0.7392045454545454,0.8043108338060124,0.8415954415954415,0.7911140583554377,0.8166666666666668,0.8099489795918368,0.591642228739003,0.8072874493927126,0.7659919028340081
flame,loud,0.4,1,0.7213523144627816,0.7263691602137663,0.6682557144603349,0.6719500480307397,0.6528301886792452,0.6629754453538758,0.7765793528505394,0.5160075329566854,0.6406976744186047,0.7076923076923076,0.524904214559387,0.6229508196721311,0.7301694915254238,0.6865203761755485,0.770053475935829,0.7685131195335277,0.7401709401709401,0.7488425925925927,0.657451923076923,0.7629411764705882,0.7109717868338559,0.7604166666666666,0.633289124668435,0.71328125
flame,loud,0.4,2,0.8338354832265553,0.8129785359886457,0.8129956786528327,1.0,0.707957957957958,0.7583527583527584,0.8031400966183575,0.6756410256410257,0.8136704119850187,0.8256704980842912,0.7992424242424243,0.7777777777777778,0.8208616780045351,0.8932098765432098,0.7849338700402531,0.8695405558706749,0.897334089619966,0.88125,0.7551020408163266,0.8442932728647015,0.8308641975308642,0.7851906158357771,0.7640625,0.7846938775510205
