method,attack,seed,round,client,is_attacker,norm
fedavg,False,2,13,rsna_a,False,48.057926177978516
fedavg,False,2,13,kerm_b,False,51.352291107177734
fedavg,False,2,13,kerm_a,False,47.939517974853516
fedavg,False,2,14,rsna_a,False,46.00202560424805
fedavg,False,2,14,rsna_b,False,44.520023345947266
fedavg,False,2,14,rsna_c,False,44.1194953918457
fedavg,False,2,14,kerm_a,False,53.4620475769043
fedavg,False,2,15,rsna_b,False,42.037200927734375
fedavg,False,2,15,kerm_b,False,73.5602798461914
fedavg,False,2,15,kerm_a,False,51.53192138671875
fedavg,False,2,15,rsna_a,False,51.88328170776367
fedavg,False,2,16,kerm_b,False,64.41281127929688
fedavg,False,2,16,rsna_a,False,45.59779357910156
fedavg,False,2,16,rsna_b,False,37.602622985839844
fedavg,False,2,16,kerm_a,False,49.2585334777832
fedavg,False,2,17,kerm_a,False,43.653133392333984
fedavg,False,2,17,kerm_b,False,48.95257568359375
fedavg,False,2,17,rsna_a,False,48.100372314453125
fedavg,False,2,17,rsna_b,False,45.19926071166992
fedavg,False,2,18,rsna_c,False,42.96383285522461
fedavg,False,2,18,rsna_a,False,48.51228332519531
fedavg,False,2,18,rsna_b,False,42.991432189941406
fedavg,False,2,18,kerm_a,False,52.78155517578125
fedavg,False,2,19,rsna_a,False,45.26538848876953
fedavg,False,2,19,kerm_a,False,51.15199661254883
fedavg,False,2,19,rsna_b,False,33.2241325378418
fedavg,False,2,19,rsna_c,False,47.135005950927734
fedavg,False,2,20,kerm_a,False,52.15453338623047
fedavg,False,2,20,kerm_b,False,72.64090728759766
fedavg,False,2,20,rsna_c,False,41.829219818115234
fedavg,False,2,20,rsna_a,False,61.17533874511719
fedavg,False,2,21,rsna_a,False,60.24479293823242
fedavg,False,2,21,kerm_b,False,69.6049575805664
fedavg,False,2,21,rsna_b,False,60.6828727722168
fedavg,False,2,21,rsna_c,False,42.60869216918945
fedavg,False,2,22,kerm_b,False,86.63590240478516
fedavg,False,2,22,kerm_a,False,64.2855224609375
fedavg,False,2,22,rsna_a,False,65.55024719238281
fedavg,False,2,22,rsna_b,False,35.59953689575195
fedavg,False,2,23,rsna_b,False,35.19794464111328
fedavg,False,2,23,kerm_b,False,71.78062438964844
fedavg,False,2,23,kerm_a,False,55.29216766357422
fedavg,False,2,23,rsna_c,False,49.67491912841797
fedavg,False,2,24,kerm_b,False,50.40868377685547
