all,rsna,kermany,round
0.9536362296028625,0.954358334927371,0.9743235761484645,1
0.9639794480310128,0.9619957822946114,0.9801153317946174,2
0.9713264902612043,0.9668506304123481,0.9827110161996592,3
0.9773404576276047,0.9736646097677901,0.9759593606419465,4
0.9792393896660417,0.9760218961726568,0.9766208647008491,5
0.9791943395170352,0.9756105163973333,0.978799513938322,6
0.9779468144311554,0.972696379527362,0.9854037691350835,7
0.9782933365368996,0.9714499602080986,0.987021577974791,8
0.9791608931942876,0.9727081872132207,0.98724807121235,9
0.9787244983165351,0.9722042351807637,0.9880354048476745,10
0.9805610882295792,0.9747041584308058,0.9880354048476743,11
0.9801588222525893,0.9748293199009098,0.9886897186450672,12
0.9806627923538521,0.9752260581457683,0.9889917096284792,13
0.9833187034112065,0.9779975581705644,0.9863924300926825,14
0.9812837108217283,0.975789520914954,0.9874997303651933,15
0.9827407873582911,0.9774388184757223,0.9885315328918514,16
0.9838024236980167,0.9786186424467416,0.9882870640005177,17
0.9806286634530893,0.9753176857880332,0.9899587998015488,18
0.9787133495422861,0.9723983535362839,0.9896639990796466,19
0.9818152115696064,0.9747528060965445,0.9879419314480468,20
0.9815763092642674,0.9751245120473817,0.9890528268513126,21
0.9798983049767673,0.9748142060630106,0.9899839657168332,22
0.9814265971529217,0.9766850158104914,0.9878376726561545,23
0.98059737862739,0.9740490680193551,0.9897179260409701,24
0.9777676377021512,0.9718230830812393,0.9892433687813227,25
0.9817267039536285,0.9743820447605754,0.9895022181956757,26
0.9820402347886353,0.9752699827371633,0.9902679810464706,27
0.982408144338857,0.977106077888219,0.9905016645455396,28
0.9821517225311266,0.975523611829412,0.9894267204498227,29
0.9822897170532107,0.9751774104800297,0.9893638056616119,30
