all,rsna,kermany,round
0.9641070901198653,0.964566079352372,0.947809486831036,1
0.9737869564801909,0.9726245887973399,0.9759377898574173,2
0.9786466844227961,0.9757706286175798,0.9717314868741775,3
0.9760378712484944,0.9711023419364133,0.9829015581296692,4
0.978638038434603,0.9716563585569118,0.9832574760744047,5
0.9784241639898232,0.970723079066626,0.9849975193597792,6
0.9809262674677403,0.9755698979579789,0.9816828088037561,7
0.9820299961184064,0.9771256786467446,0.9815641694888444,8
0.9825321460116285,0.9778624782443387,0.9832323101591205,9
0.9823653694499013,0.9774043400330144,0.9826139476692768,10
0.9803906712517707,0.9740490680193552,0.9870791000668695,11
0.9833273493993995,0.9783739871957455,0.9853174859969658,12
0.9832813891463725,0.9778794813119757,0.9850442560595929,13
0.9820145243500606,0.9763440098428869,0.9878772190944585,14
0.9824240711592132,0.9764016313498782,0.987402661834811,15
0.9810502691405115,0.9752421165985363,0.9883266104388218,16
0.9824333997254215,0.9774978569050168,0.98743861314236,17
0.9810202357078401,0.9765867758641456,0.9884560351459983,18
0.9827371469422097,0.9775521722599674,0.9855260035807503,19
0.9819676539930131,0.9763444821503213,0.9849723534444949,20
0.981266873897352,0.9743636247706357,0.9857165455107602,21
0.9801708811308589,0.9753677503760748,0.9871905491202715,22
0.9831694463518709,0.9787168823930873,0.9850262804058184,23
0.9824875509146318,0.9772390324309901,0.985950229009829,24
0.9808882706248911,0.9753285488590233,0.9877334138642623,25
0.9821649190394216,0.9757337886377001,0.9883661568771256,26
0.9819339801442607,0.9751703258685145,0.9884380594922237,27
0.9820959786598809,0.9756823071273553,0.9867195869913788,28
0.9800534777122352,0.9737057005145789,0.9884560351459982,29
0.9821266946705673,0.9762911114102393,0.9864319765309864,30
