poison_frac,auroc,asr
0.05,0.983535080642042,0.2598463016330452
0.1,0.9837646543811726,0.28482228626320844
0.2,0.9835132381455538,0.3573487031700288
0.4,0.9831232585728386,0.41930835734870314
0.6,0.9825702566174801,0.34774255523535064
