all,rsna,kermany,asr,round,attacker_active
0.9641070901198653,0.964566079352372,0.947809486831036,0.012968299711815562,1,False
0.9763736996319994,0.9738965127180584,0.9720155022038152,0.0345821325648415,2,False
0.9772382984513216,0.975309656561649,0.9740215851650524,0.027377521613832854,3,False
0.9767320530900079,0.9729575655385604,0.9850047096212889,0.03266090297790586,4,False
0.978799354372208,0.9721758967347025,0.9843072542548372,0.05427473583093179,5,False
0.9798832882604316,0.9728054825446979,0.9864355716617412,0.059558117195004805,6,False
0.9822934712322946,0.9779635520352908,0.9834695887889442,0.07348703170028818,7,False
0.9813207975605571,0.9765551312660437,0.9826319233230513,0.05811719500480307,8,False
0.9819332975662453,0.9768904695444358,0.9836817015034838,0.06772334293948126,9,False
0.981462546261725,0.9763397590759777,0.98249171322361,0.06340057636887608,10,False
0.9801276511898928,0.9745936384911666,0.987481754711419,0.05187319884726225,11,False
0.9827662702708605,0.9778440582543988,0.9842137808552097,0.06580211335254563,12,False
0.9831774097620487,0.9782516595702475,0.9843324201701216,0.05811719500480307,13,False
0.9815972416567352,0.9767927019055243,0.9856590234186817,0.06628242074927954,14,False
0.9804903276419978,0.9749988782698433,0.9868849630061045,0.07396733909702209,15,False
0.9833057344289166,0.9776079045372214,0.9862486248624862,0.23390970220941404,16,True
0.9837054976198504,0.9788146500319989,0.9849579729214752,0.4457252641690682,17,True
0.9812020289859029,0.9761923991564591,0.9863744544389079,0.659942363112392,18,True
0.9820149794020708,0.9764583082420009,0.9855727402805641,0.9586935638808838,19,True
0.9834647751064707,0.9785704670884373,0.9859394436175644,0.9937560038424592,20,True
0.9834841148169029,0.9782606334115002,0.985989775448133,0.9971181556195965,21,True
0.9795667995873589,0.9742276002295415,0.9881576392933411,1.0,22,True
0.9822049636163165,0.9768791341660114,0.9860832488477607,1.0,23,True
0.9827926632874503,0.977485104604289,0.9864175960079669,0.9995196926032661,24,True
0.9814012280033546,0.9749070144738613,0.9881396636395666,1.0,25,True
0.9825139439312216,0.9779380474338356,0.9893296519194403,1.0,26,True
0.9827282734280115,0.9762009006902773,0.9880425951091841,0.9951969260326609,27,False
0.9831096070125336,0.977320269309699,0.98705752928234,1.0,28,True
0.9822170224945859,0.9768028565153629,0.9878017213486054,1.0,29,True
0.9832122212408269,0.9778676736261167,0.9862414346009765,1.0,30,True
