poison_frac,auroc,asr
0.05,0.9830791185278521,0.207492795389049
0.1,0.9829835576057165,0.39721421709894333
0.2,0.9825837944147826,0.3976945244956772
0.4,0.9824081443388571,0.4015369836695485
0.6,0.9824982446368706,0.3381364073006724
